"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1933888487687958628","Sat Jun 14 15:30:16 +0000 2025","1","@officialinews_ WAKIL KETUA @DPR_RI ko berkesimpulan Pulau2 ITU Pulau sengketa?? Bagi ku itu hanyalah kebodohan seorang menteri di kabinet @prabowo .","1933909862356009345","","officialinews_","in","","0","0","0","https://x.com/undefined/status/1933909862356009345","1615002403342012417",
"1933880355431555581","Sat Jun 14 14:55:29 +0000 2025","0","@NenkMonica Don dasco pasti puyeng ini ngeliat kerjaan menteri menteri nya prabowo yg titipan jokowi bikin ulah dan bikin runyam mulu sejak kabinet dibentuk","1933901109900550582","","NenkMonica","in","","0","0","0","https://x.com/undefined/status/1933901109900550582","1826168680050470914",
"1933671653466378533","Sat Jun 14 14:49:04 +0000 2025","1","@ariel_heryanto Menteri2 yg sudah terbiasa dgn program MENJILAT sudah tak dpt lagi membedakan antara KOTORAN TINJA &amp; MAKANAN SEHAT lantaran aktivitas keseharian nya dlm kabinet OBESITAS nya @prabowo memang hanya seputar Julur lidah &amp; MENJILATI BARANG2 YG MENjIJIKAN otak gak di pake","1933899497207447689","","ariel_heryanto","in","","0","0","0","https://x.com/undefined/status/1933899497207447689","1697498119746072576",
"1933880355431555581","Sat Jun 14 14:22:35 +0000 2025","112","@NenkMonica Pak @prabowo jangan pernah sekalipun mengusik Aceh. Menteri anda Tito Karnavian telah membuka luka lama rakyat Aceh. Jika nantinya Aceh merdeka maka Anda (Prabowo) Tito Karnavian Boby Nasution ketua DPRD Sumut Jokowi dan kabinet Anda harus tanggung jawab ‼️","1933892832085090555","","NenkMonica","in","","0","7","12","https://x.com/undefined/status/1933892832085090555","44520395",
"1933854001008980348","Sat Jun 14 14:18:18 +0000 2025","5","@BosPurwa @prabowo @bahlillahadalia Dgn membiarkan si bahlil tetep di kabinet saja sudah kesalahan besar. Untuk apa anda lapor presiden lagi?? Jelas dia cuma omon-omon. Gak berani. Pendusta","1933891751103909897","","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1933891751103909897","99473222",
"1933662446562259211","Sat Jun 14 14:16:59 +0000 2025","1","@kompascom @prabowo parah amat kabinet gendutmu yg mendagri bikin konflik aceh memanas lagi yg bahhlul tambang raja ampat nah ini fadli zonk kebudayaan kata 98 gak ada pemerkosaan kabinet gendut bisanya bikin rusuh mulu","1933891423306387465","","kompascom","in","","0","0","0","https://x.com/undefined/status/1933891423306387465","1748412093903339520",
"1933889551434743998","Sat Jun 14 14:09:33 +0000 2025","9","Pernyataan Dahnil Anzar ini membuktikan bahwa Menteri Agama RI Prof. Nasaruddin Umar memang kagak bisa memimpin Kemenag RI... Artinye ada konflik internal di kabinet Merah Putih Presiden @prabowo... Upsss! @Ari3Ghozi @AirinDatangLagi @narkosun @Jelli_cent @_Rizmaya__ https://t.co/mkCCsWIDlk","1933889551434743998","https://pbs.twimg.com/ext_tw_video_thumb/1933889454487527424/pu/img/BEFfeu4N49DMuJXl.jpg","","in","","0","3","9","https://x.com/undefined/status/1933889551434743998","2958782773",
"1933882750278504492","Sat Jun 14 14:02:09 +0000 2025","2","@abu_waras Ya bagus diambil alih..solusinya dikemablihkanmke Aceh..krn itu mnyangkut kedaulatan wilayah Aceh ..kan sdh.kubilang ke Pak @prabowo jika ada genk2an di kabinet mu..langsut pecat!!..Selesai","1933887688320626753","","abu_waras","in","","0","0","0","https://x.com/undefined/status/1933887688320626753","1286557775670042625",
"1933878160262865399","Sat Jun 14 13:24:17 +0000 2025","0","AKU DITIPU MULYONO ASUUU ! Selama ini aku dapat banyak berita glorifikasi Jokowi yg ajak Prabowo gabung di kabinet 2019 Padahal pada Faktanya justru itu datang dari Bu Mega sendiri cc @PDI_Perjuangan https://t.co/m5Wy8GSIve","1933878160262865399","","","in","","0","0","0","https://x.com/undefined/status/1933878160262865399","1707296384347697152",
"1933755411355832668","Sat Jun 14 13:03:09 +0000 2025","7","@PutriKayan16645 Ini ya yang kalian cari @prabowo. Sdh kita bilang berkali2 kebijakan menteri2nya era lama yg skrang msh bercokol di kabinet itu dibuang saja. Kbijakannya semua dievaluasi. ada terlibat judol raja ampat skrang dgn aceh. Mau dibawa kmana indonesia @SBYudhoyono @AgusYudhoyono","1933872842019647713","","PutriKayan16645","in","","0","0","0","https://x.com/undefined/status/1933872842019647713","176257541",
"1933872233245741393","Sat Jun 14 13:00:49 +0000 2025","0","5. Badan Pengendalian Pembangunan dan Investigasi Khusus Dibentuk oleh Presiden Prabowo untuk memonitor dan mengawasi program-program kerja para menteri. Pembentukan Badan Pengendalian Pembangunan dan Investigasi Khusus bertujuan memaksimalkan kinerja kabinet Merah Putih.","1933872252917080309","","99propaganda","in","","0","1","0","https://x.com/undefined/status/1933872252917080309","1427095335084515333",
"1933870902892208327","Sat Jun 14 12:55:27 +0000 2025","0","Presiden @prabowo bgm bpk bs mengatakan kabinet bpk baik2 sj smntra kerja mrk menimbulkan perpecahan bangsa merusak alam merugikan ekonomi bangsa menimbulkan kegaduhan. Bpk masih percaya mrk tinggal menunggu wkt rakyat bergerak mengulang reformasi 98. @bang_dasco @Dahnilanzar","1933870902892208327","","","in","","0","0","0","https://x.com/undefined/status/1933870902892208327","1655579859085565954",
"1933854001008980348","Sat Jun 14 12:36:36 +0000 2025","1","@BosPurwa @prabowo @bahlillahadalia Bahlil dan Tito seharusnya sudah di tendang dari jajaran kabinet Pak Presiden @prabowo ibarat benalu yang membuat pemerintahan bapak jadi terlihat busuk.","1933866160841490625","","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1933866160841490625","115558715",
"1933504853810295248","Sat Jun 14 12:18:32 +0000 2025","0","@BANGSAygSUJUD @prabowo @are_inismyname @99propaganda @Ndons_Back @tonybulumanu @jatmiko99604253 @Kimberley_PS08 @gtobing2903 @florieliciouss @kiwalipitu @FDonghun Pas lihat kabinet aje gile.... 100 menteri","1933861613909795112","","BANGSAygSUJUD","in","","0","1","0","https://x.com/undefined/status/1933861613909795112","1780248446227890176",
"1933754065043009806","Sat Jun 14 12:00:37 +0000 2025","0","@KangManto123 @kemendagri Gak perlu kaji ulang selama ini sdh berjalan baik2 saja skrg malah gaduh. @prabowo selamat pak menterinya bikin acara baru biar ada kerjaan.kabinet bapak kompak semua","1933857103615258648","","KangManto123","in","","0","0","0","https://x.com/undefined/status/1933857103615258648","1452411379940356099",
"1933750398726385759","Sat Jun 14 11:45:56 +0000 2025","2","@sharpandshark Waduh ! Makin mencoreng kabinet MP P'@prabowo @Gerindra (Bos Prof.@bang_dasco P'@MuzaniGerindra @Fraksi_Gerindra om @fadlizon &amp; @Dahnilanzar ). Dampak lemah reshuffle org² Mulyono yg sengaja gerogoti marwah utk percepatan naiknya Fufufafa.","1933853408865521780","","sharpandshark","in","","0","0","0","https://x.com/undefined/status/1933853408865521780","280298505",
"1933754139110223968","Sat Jun 14 11:41:27 +0000 2025","0","@MasBRO_back Berhati-hatilah Bapak @prabowo semoga video ini jadi perhatian anda dan waspada terhadap Kabinet anda @Gerindra @andre_rosiade","1933852279448514609","","MasBRO_back","in","","0","1","0","https://x.com/undefined/status/1933852279448514609","1694711483811426304",
"1933841831969890506","Sat Jun 14 11:38:36 +0000 2025","9","@geloraco Si Bahlil ini kan jelas Penjilat dan pendukung sijokodok makanya selalu dibela Sayang @Gerindra tak punya mental mencampak kan manusia gagal di kabinet @prabowo ‍️","1933851562998399070","","geloraco","in","","0","0","0","https://x.com/undefined/status/1933851562998399070","1683909852320632832",
"1933850346281209926","Sat Jun 14 11:33:46 +0000 2025","0","Kabinet merah putih presiden Prabowo SIREKAP Subianto dikuasai toxic Jokowi... @setkabgoid","1933850346281209926","","","in","","0","0","1","https://x.com/undefined/status/1933850346281209926","1605195051084435457",
"1933845636249723076","Sat Jun 14 11:15:03 +0000 2025","7","Presiden Prabowo Tegaskan Tak Ada Reshuffle Pada Kabinet Merah Putih https://t.co/Sh2n6JTalE","1933845636249723076","https://pbs.twimg.com/media/GtZmWKoaMAElLm-.jpg","","in","","2","13","1","https://x.com/undefined/status/1933845636249723076","55507370",
"1933480373935354303","Sat Jun 14 11:08:55 +0000 2025","0","@mardigu024 Elected president : Prabowo Month : June 2025. Subject : Aceh Papua Talaud Timor. Memang sudah diagendakan lama polanya yg dipakai dr jaman pak Harto ngga berubah.. INA di rusak dr dalam. Adu Suku &amp; Agama yg diincer tetep SDAlam. Ada tangan C*A di kabinet skrg.","1933844093253427467","","mardigu024","in","","0","0","0","https://x.com/undefined/status/1933844093253427467","50348482",
"1933838802432459181","Sat Jun 14 10:47:54 +0000 2025","0","Knapa manusia2 yg masuk ke kabinet mendadak kecerdasannya menurun drastis dan jadi DUNGU? Tapi ini sdh saya prediksi salah satu tujuan Prabowo ngotot ingin jadi presiden adlah menghilangkan sejarah peristiwa 98 yg menyeretnya sbg PELANGGAR HAM BERAT . https://t.co/7mCdTChdhz","1933838802432459181","","","in","","0","0","0","https://x.com/undefined/status/1933838802432459181","108906079",
"1933694088488128646","Sat Jun 14 10:42:16 +0000 2025","0","@amelcewaw Pak @prabowo ... menilai anda dan kabinet anda itu bekerja baik atau tidak itu orang lain yang menilainya. Tapi bagi rakyat ber-IQ 58% sih anda dan kabinet anda itu udah terlalu baik. Tapi bagi rakyat yang ber-IQ normal kabinet anda sangat BURUK dalam bekerja.","1933837385441443984","","amelcewaw","in","","0","0","0","https://x.com/undefined/status/1933837385441443984","1753774522417991680",
"1933781879800357260","Sat Jun 14 10:35:36 +0000 2025","0","@kompascom Kacau ini kabinet prabowo dari budi ari judol budi sadikin nggk dipercaya guru besar kedokteran tito nyulut api integrasi negara bahlil skandal tambang nanti terjadi kerusuhan siapa yg tanggung jawab bobi mah kabur tito jg bersilat lidah","1933835709959594308","","kompascom","in","","0","0","0","https://x.com/undefined/status/1933835709959594308","1750126614766329857",
"1933830071497986201","Sat Jun 14 10:13:12 +0000 2025","0","Jadi ingat kabinet kompak dan berkinerja baik tidak ada resuffle kata presiden Prabowo. Ini rupanya pembungkaman intelektual.","1933830071497986201","","","in","","0","0","0","https://x.com/undefined/status/1933830071497986201","1456628197081038848",
"1933824397074436250","Sat Jun 14 09:50:39 +0000 2025","3","Jokowi Finalis Tokoh Terkorup Sedunia Versi OCCRP 2024 diangkat oleh Prabowo sebagai pengawas Danantara. Pemberantasan korupsi sebatas omon omon. Kabinet isinya para koruptor #JokowiRezimGarong #JokowiRezimGarong https://t.co/inH20SmO71","1933824397074436250","https://pbs.twimg.com/media/GtZTCOhbwAAaDKS.jpg","","in","","1","0","3","https://x.com/undefined/status/1933824397074436250","1604064608913723394",
"1933469550487744880","Sat Jun 14 09:50:05 +0000 2025","0","@asboediono_id @prabowo Nich orang @RajaJuliAntoni Klo bukan dr @psi_id partainya @jokowi sudah di lempar dr kabinet","1933824253729857686","","asboediono_id","in","","0","0","0","https://x.com/undefined/status/1933824253729857686","1908231679896088576",
"1933753988463407156","Sat Jun 14 09:41:47 +0000 2025","1","@KompasTV Pak @prabowo segera dipecat Saja itu @titokarnavian_ sbg Mendagri. @titokarnavian_ ini bagian dr anak emas @jokowi &amp; salah satu org dr Genk Solo @jokowi yg masih tetap dipertahankan sbg Menteri dlm Kabinet Pemerintahan @prabowo ? @prabowo jgn ragu2 preteli Semua org2 Jkw","1933822166753218713","","KompasTV","in","","0","1","0","https://x.com/undefined/status/1933822166753218713","1611783237013229569",
"1933821599733694899","Sat Jun 14 09:39:32 +0000 2025","1","Aceh merdeka tampaknya inikah kabinet yang kompak presiden Prabowo?","1933821599733694899","","","in","","0","0","0","https://x.com/undefined/status/1933821599733694899","1456628197081038848",
"1933794119278526644","Sat Jun 14 09:24:25 +0000 2025","0","@sri3753 @sjafriesjams @Kemhan_RI @prabowo Kabinet rekomen Mas jok Bikin gaduh di bawah kepemimpinan Prabowo saja... Biar di anggap Prabowo gak bisa mimpin... Pada sadar gak ya barisan Prabowo LG di jerumusin ?","1933817793843277969","","sri3753","in","","0","0","0","https://x.com/undefined/status/1933817793843277969","1626003180080472064",
"1933754139110223968","Sat Jun 14 09:15:17 +0000 2025","0","@pojokanarki @MasBRO_back Statement Ruslan Buton soal Geng Solo melemahkan Prabowo ada dasarnya tapi berlebihan. Geng Solo memang jaringan pejabat era Jokowi beberapa ada di kabinet Prabowo. Tensi politik mungkin ada tapi tak ada bukti kuat mereka sabotase. Prabowo kelihatan masih pegang kendali ","1933815494861259162","","pojokanarki","in","","0","0","0","https://x.com/undefined/status/1933815494861259162","1720665183188922368",
"1933814312210243960","Sat Jun 14 09:10:35 +0000 2025","0","Pak tolong bgt ini knp sih milih kabinet yg unik @prabowo","1933814312210243960","","","in","","0","0","0","https://x.com/undefined/status/1933814312210243960","963374338715009024",
"1933450214654029989","Sat Jun 14 08:59:49 +0000 2025","4","@ebonXboy @FajarMoenir @Dennysiregar7 Tukang kayu sekarang cuma boneka oligarki. Nah SAPA yg bisa lawan APH + DPR + Sebagian TNI + Sebagian anggota Kabinet + Jkw - Gibran yg dikendalikan oligarki?? Prabowo punya bintang tapi jumlah bintang pegangan oligarki masih lebih banyak ... Liat aja DPR bungkam. Kecuali","1933811602308141363","","ebonXboy","in","","0","0","1","https://x.com/undefined/status/1933811602308141363","1864781185165201408",
"1933533433248297295","Sat Jun 14 08:35:07 +0000 2025","2","@124hmahHastuti1 Segera diganti ini barang bekas tinggalan Jokowi yg membuat predikat kabinet Prabowo jadi kabinet rongsok...","1933805386420920470","","124hmahHastuti1","in","","0","0","0","https://x.com/undefined/status/1933805386420920470","1822639497106092032",
"1933799066875645964","Sat Jun 14 08:10:00 +0000 2025","13","Anggota Komisi II DPR RI Mohammad Toha menanggapi pernyataan Presiden Prabowo Subianto yang tidak akan melakukan reshuffle kabinet dalam waktu dekat. Terkait hal itu dia meminta para menteri meningkatkan kinerjanya dan tidak menimbulkan kontroversi. Presiden tentu punya https://t.co/3jd4M0dcRT","1933799066875645964","https://pbs.twimg.com/media/GtYvxCJbMAoqzW3.jpg","","in","","1","7","6","https://x.com/undefined/status/1933799066875645964","55507370",
"1933469394216112406","Sat Jun 14 07:55:56 +0000 2025","0","@KompasTV kabinet isinya mentri bodoh dengan kebijakan kebijakan bodoh......maunya terus menbodohi rakyat...cc @prabowo","1933795526832763020","","KompasTV","in","","0","0","0","https://x.com/undefined/status/1933795526832763020","3183044484",
"1933690857246588994","Sat Jun 14 07:50:47 +0000 2025","0","@strike653811 @democrazymedia Sekalipun Cacat Hukum Lalu Di Republik Rusak Ini Apakah Bisa Dikasuskan Anak Jokowi Jika Mulut-mulut Penegak Hukum &amp; Anggota Partai Di DPR Hubungan Politik Ada Di Kabinet Si Prabowo..??? Hanya Kembali Ke Sejarah Perahlian Yg Lebih Efektif Biar Roda Negara Bergerak Lagi.","1933794230394368184","","strike653811","in","","0","0","0","https://x.com/undefined/status/1933794230394368184","1076714993012240384",
"1933792953102946371","Sat Jun 14 07:45:42 +0000 2025","2","betul sepertinya kabinet prabowo-gibran masih berjalan agak baik atau lumayan baik mungkin krn kabinetnya banyak yg baru jd masih perlu penyesuaian utk terlaksananya tugas dgn normal","1933792953102946371","","","in","","0","0","0","https://x.com/undefined/status/1933792953102946371","1403115507474059265",
"1933140058959499314","Sat Jun 14 07:22:43 +0000 2025","0","@susipudjiastuti @prabowo bu susi yakin prabowo bisa mengatasi persoalan2 bangsa ini? satu hal yg jadi pertanyaan ini kabinet kompromi setengah milik mantan setengah milik beliau. setelah PAGAR LAUT PIK2 PERTAMINA JUDOL bu susi masih yakin? sepertinya ada yg beliau takuti untuk diutak atik","1933787169031925849","","susipudjiastuti","in","","0","0","0","https://x.com/undefined/status/1933787169031925849","1827682034422304768",
"1933760305676628360","Sat Jun 14 07:13:35 +0000 2025","2","@asboediono_id @prabowo Kabinet Indonesia Maju isinya orang goblok semua #JokowiRezimGarong #JokowiRezimGarong","1933784867357286747","","asboediono_id","in","","0","0","2","https://x.com/undefined/status/1933784867357286747","1784565430100824064",
"1933783053580808347","Sat Jun 14 07:06:23 +0000 2025","0","Sekretaris Kabinet RI Letkol Teddy Indra Wijaya lantas mengungkap pembicaraan antara Prabowo Subianto dengan Donald Trump. https://t.co/51w8gk2u99","1933783058865664172","","suaramerdeka","in","","0","0","0","https://x.com/undefined/status/1933783058865664172","219527452",
"1933615587160436792","Sat Jun 14 06:59:32 +0000 2025","0","@CNNIndonesia Relawan yang kerjanya jadi tukang lapor apakah termasuk menambah lapangan kerja baru dari total janji pembukaan 19 juta lapangan kerja baru kabinet Prabowo Gibran?","1933781331957461370","","CNNIndonesia","in","","0","0","0","https://x.com/undefined/status/1933781331957461370","1798304588283756544",
"1933779702499659806","Sat Jun 14 06:53:03 +0000 2025","1","Terungkap Isi Pembicaraan Prabowo dan Trump Lewat Telepon Komunikasi Presiden Prabowo Subianto dan Presiden Donald Trump via telepon pada Kamis malam 12 Juni 2025 diungkap Sekretaris Kabinet (Seskab) Letkol Teddy Indra Wijaya. https://t.co/N4ue9NkXKw","1933779702499659806","https://pbs.twimg.com/media/GtYqYp-akAA2emh.jpg","","in","","0","0","0","https://x.com/undefined/status/1933779702499659806","1905086631276912640",
"1933773128809001348","Sat Jun 14 06:26:56 +0000 2025","0","Gua akan bilang kalo prabowo adalah presiden yang lemah mafia mafia masih banyak yang bermain di kabinet nya. Jika tidak ia basmi semua omongannya hanya sia² belaka","1933773128809001348","","","in","","0","0","0","https://x.com/undefined/status/1933773128809001348","1615471761658904576",
"1933753010456572061","Sat Jun 14 05:54:43 +0000 2025","3","@snjayajonggrang ngebet Anies jadi wapres Prabowo haha. Mereka gak dukung saja ngatur2 Prabowo hrus ini itu gimana kalau Anies jadi wapres? makin ngelunjak ngatur2 Prabowo malah jadi beban politik dan kabinet wkwk","1933765020850205108","","snjayajonggrang","in","","0","2","2","https://x.com/undefined/status/1933765020850205108","2853356791",
"1932711467301941514","Sat Jun 14 05:25:46 +0000 2025","0","@pesertapeninjau @ardynshufi halah politik mulu otaknya kaga bisa disambungin ke hal lain bodo amat mau di kabinet bumn jalanan apa penjara juga ga peduli! tentang TIJANI nyaa PEMAIN yg mau direkrut MAU GA sekali pun yg minta jokowi atau prabowo!? ga nyambung sumpah..","1933757735339982977","","pesertapeninjau","in","","0","1","0","https://x.com/undefined/status/1933757735339982977","1585718318819860481",
"1933648749697642781","Sat Jun 14 04:48:35 +0000 2025","2","@OposisiCerdas Saya setuju dari empat calon tersebut yg penting ganti wapresnya. Untuk memperbaiki kinerja kabinet pak Prabowo. Karena pengalaman itu berpengaruh dalam mengemban tugas sebagai wakil presiden.","1933748378216911259","","OposisiCerdas","in","","0","0","1","https://x.com/undefined/status/1933748378216911259","1540731696936394755",
"1933747318379196918","Sat Jun 14 04:44:22 +0000 2025","0","Misinya membuat gaduh di pemerintahan bapak prabowo yg dilakukan oleh genk solo melalui mantu dan menteri kabinet merah putih.","1933747318379196918","","","in","","0","0","0","https://x.com/undefined/status/1933747318379196918","1272782646293102597",
"1933746233933521219","Sat Jun 14 04:40:04 +0000 2025","0","Presiden Prabowo Tegaskan Tak Ada Reshuffle Kabinet Golkar: Sudah Clear and Clean https://t.co/aGh3rsPD9A #Golkar #BahlilLahadalia","1933746233933521219","","","in","","0","0","0","https://x.com/undefined/status/1933746233933521219","606214027",
"1933665651492860411","Sat Jun 14 04:14:51 +0000 2025","0","@toe_giman Ngeri2 sedap lah kabinet prabowo udh kgk tau lg mana yg benar mana yg salah banyak penyusup ini kalo perang kyk israel vs iran kebobolan trs pejabat strategis negara hedehhh ngeri2 sedap","1933739889675370698","","toe_giman","in","","0","0","0","https://x.com/undefined/status/1933739889675370698","1750126614766329857",
"1932355062766141640","Sat Jun 14 04:09:46 +0000 2025","0","@KompasTV Pak prabowo ...kpn mau reshuffle kabinet pak?","1933738608936263901","","KompasTV","in","","0","0","0","https://x.com/undefined/status/1933738608936263901","1529923323236274176",
"1933508072015868388","Sat Jun 14 03:12:58 +0000 2025","2","@yaniarsim @prabowo @Kemendagri_RI @titokarnavian_ Percuma @prabowo itu cuma boneka yg pegang kabinet sekarang mulyono Dan haji isam!","1933724316954140856","","yaniarsim","in","","0","0","1","https://x.com/undefined/status/1933724316954140856","1907002428077252608",
"1933157488763060395","Sat Jun 14 02:59:42 +0000 2025","1","@SenopatiDiAnno @prabowo Pak @Prabowo menyatakan tidak akan ada resuffle kabinet menteri2 beliau kompak. Fix.. Impossible beliau berani mengusik menteri2 titipan mulyono. Pak Prabowo lebih memilih memPertahankan komitmen dg mulyono &amp; menteri2nya dibandingkan menjaga mempertahankan Aceh &amp; Papua dlm NKRI","1933720978619838627","","SenopatiDiAnno","in","","0","0","2","https://x.com/undefined/status/1933720978619838627","1844623937306755073",
"1933450520582369636","Sat Jun 14 02:50:29 +0000 2025","0","@KompasTV Mentri Yusril @kumham_imipas keknya termasuk yg gak terasa kontribusinya di kabinet pak @prabowo 11-12 sama Pigai serasa ga ada kerjaan ...jadinya komen hal yg gak manfaat ....","1933718656669921594","","KompasTV","in","","0","0","0","https://x.com/undefined/status/1933718656669921594","1228978096084152320",
"1933360801504756074","Fri Jun 13 18:31:52 +0000 2025","4","@AirinDatangLagi Betul kenapa Prabowo takut sama Jokowi karna ada rahasia pribadi Prabowo ditangan Jokowi bukan masalah korupsi yang jelas apabila Prabowo Subianto me-reshuffle orang2jokowi di kabinet nya rahasia Prabowo Subianto akan bongkar Jokowi","1933593175706513780","","AirinDatangLagi","in","","0","0","0","https://x.com/undefined/status/1933593175706513780","1669625075761582080",
"1933502268751647023","Fri Jun 13 17:26:13 +0000 2025","0","@CNNIndonesia Maaf Presiden Prabowo prediksi anda benar 2030 Indonesia bakalan bubar... Orang2 jokowi di kabinet anda lah penyebab nya","1933576654393389377","","CNNIndonesia","in","","0","0","0","https://x.com/undefined/status/1933576654393389377","1379865934978936833",
